Title,description,views,date_published,likes,dislikes,subscribers,channel_tag
"
    Bandook : Nirvair Pannu (Official Video) Deep Royce | Latest Punjabi Song 2020 | Juke Dock
  ","JUKE DOCK Presents New Song BANDOOK By NIRVAIR PANNUSubscribe To Our Channel For New Songs : http://bit.ly/SubscribeJukeDock🔔 Click On The Bell + Turn On NotificationsSong : BandookSinger/Lyrics/Composer : Nirvair Pannuhttps://instagram.com/nirvair_pannuMusic : Deep RoyceFeaturing : Upma SharmaSteadycam : HMCD.O.P : Jason NumberdarEditor/DI : Honey VirkA Film By Yaadu BrarMake Up/Hair : Honey Kalsi & MannuProduction : Harman JotFB Promotion : Joban RandhawaOnline Promotion : MediadtingPublicity Design : Yasheen GhurailPresentation By : JatinderProducer : Jagjit Singh Dhillon & Sukhjit Singh DhillonSpecial Thanks : Gurjot Singh Dhillon , Rannjot Singh Dhillon & Deepjot Singh DhillonLabel : JUKE DOCKEnquiry No. +91 7307800101Make Your Video On TikTok : https://vm.tiktok.com/KQeovj/----‐--------------------------------------------------------------------🎵STREAMING ON🎵iTunes https://apple.co/2XJKaNLApple Music https://apple.co/2XJKaNLGaana https://bit.ly/2yLW3dHHungama https://bit.ly/3dn22oAWynk https://wynk.in/u/dqEiBJ4pxJio Saavn https://bit.ly/3cihgJSSpotify https://spoti.fi/3eAjA0iAmazon Music https://amzn.to/3cbe0jyYT Music https://bit.ly/3diCqZFResso https://bit.ly/2BaaCZm-------------‐-----------------------------------------------------------[LYRICS]Gal Sun Sirre Diye MutiyareNivi Paake Langdi AeAinven Kyun Chori Chori Takk KeTu Mitran Val Khangdi AeHo Jatt Nu Pyaar Tere Naal SohniyeBura Hunn Hoya Mera Haal SohniyeTu Kargi Kamal Sachi Patt HoniyeHun Tera Yaar Tere Naal SohniyeAashqui Ch Pair Pehlan Main Si RakheyaDarda Si Aivein Na Main Jawan PatteyaZindagi Da Hunn Taan Eh Route Ho GayaTere Pichhe Gabru Bandook Ho GayaOh Vekhi Hunn Ik Paase Laa De HeeriyeMunde Di Haye Zindagi Banaa De HeeriyeTere Naal Zindagi Bitauni Jatt NeEh Jind Sachi Tere Naam Launi Jatt NeSochi Na Main Foki Jehi Gal KardaTere Pichhe Jana Pal Pal MardaOh Hor Hunn Fabbni Ni Ankh Meri NuTere Jehi Labhni Ni Ankh Meri NuAivein Gallan Gallan Vich Taal Naal DayinSone Jehe Gabru Haye Maar Naa DayinOh Mapeyan Da Ladla Ae Son GoriyeLadaan Naal Rakhun Meri Mann GoriyeAnkh Lal Dil Naiyon Kala Jatt DaSachi Ni Subhah Naiyon Maahda Jatt DaRakhunga Bana Ke Tainu Rani ApniBanugi Misaal Ni Kahaani ApniAllhadan Ch Gal Uddgi Aa Muchh DiHar Kudi Mitran Da Naam Puchh DiAthri Di Rakhda Aan Look BalliyePuchhi Pistol Aa Group BalliyeHo Roohan Naal Karle Karaar SohniyeGuru Ghare Lawan Layiye Char SohniyeUdeek Diyan Pind Wali Shaa Meri NiTere Bare Puchhdi Ae Maa Meri NiOh Naiyon Nirvair Pannu Piche Hatt DaRabb Wangu Sacha Ae Stand Jatt DaNi Tu Aivein Kahnu AadiyeGal Karan Tu Sangdi AeGal Sun Sirre Diye Muttiyare…_____________________________________________Click Here To Subscribe : http://bit.ly/SubscribeJukeDockEnjoy And Stay Connected With Us📲Website : http://jukedock.com/Facebook :  https://www.facebook.com/JukeDockInstagram : https://instagram.com/JukeDockTwitter : https://twitter.com/jukedockSnapchat :  https://www.snapchat.com/add/jukedockTikTok : https://www.tiktok.com/@jukedock#NirvairPannu #DeepRoyce #Bandook #JukeDock #newpunjabisongs2020 #latestpunjabisongs2020 #MaapeyanDaLadlaAeSonGoriye",7358731,Published on 15 Jun 2020,247438,5810,3.32M,Juke Dock
